Id,Caso de Prueba,Descripción,Fecha,Área Funcional / Sub proceso,Funcionalidad / Característica,Datos / Acciones de Entrada,Resultado Esperado,Requerimientos de Ambiente de Pruebas,Procedimientos especiales requeridos,Dependencias con otros casos de Prueba,Resultado Obtenido,Estado,Última Fecha de Estado,Observaciones
RED55,Reportes y Exportación de Datos,Evaluar si los reportes con cálculos y métricas complejas mantienen la integridad al exportarse.,28-11-2024,Reportes y Exportación de Datos,Integridad de datos,Exportar reporte con cálculos,Los datos exportados reflejan correctamente los cálculos y métricas realizadas sin errores ni inconsistencias.,Ninguno,No,Ninguno,"Los reportes con cálculos y métricas complejas mantienen la integridad de la información al exportarse, reflejando valores precisos y consistentes.",Aprobado,28-11-2024,"Los cálculos avanzados se exportan sin errores, con integridad total de las métricas."
RED56,Reportes y Exportación de Datos,"Verificar si el sistema ofrece opciones para exportar reportes en diferentes formatos (ej., Excel, CSV).",28-11-2024,Reportes y Exportación de Datos,Múltiples formatos de exportación,Exportar reporte en distintos formatos,"El usuario puede seleccionar entre diferentes formatos, y los archivos generados se abren correctamente en cada formato.",Ninguno,No,Ninguno,"El sistema ofrece opciones para exportar reportes en diferentes formatos (Excel, CSV), proporcionando flexibilidad según las necesidades del usuario.",Aprobado,28-11-2024,La opción de formatos múltiples optimiza la exportación según el uso del reporte.
RED57,Reportes y Exportación de Datos,Comprobar si los encabezados del reporte cambian dinámicamente según los filtros aplicados.,28-11-2024,Reportes y Exportación de Datos,Encabezados dinámicos,Aplicar diferentes filtros y exportar,"Los encabezados del reporte reflejan los criterios de filtrado aplicados, proporcionando contexto claro a los datos.",Ninguno,No,Ninguno,"Los encabezados del reporte cambian dinámicamente según los filtros aplicados, reflejando fielmente la configuración de los reportes personalizados.",Aprobado,28-11-2024,La actualización de encabezados según filtros mejora la claridad y precisión del reporte exportado.
RED58,Reportes y Exportación de Datos,Verificar si es posible exportar grandes volúmenes de datos aplicando filtros avanzados.,28-11-2024,Reportes y Exportación de Datos,Exportación masiva,Aplicar filtros y exportar,El reporte exportado contiene solo los datos filtrados y se genera correctamente sin errores de rendimiento.,Sistema con datos masivos,No,Ninguno,"El sistema permite exportar grandes volúmenes de datos aplicando filtros avanzados, sin afectar significativamente el rendimiento.",Aprobado,28-11-2024,La exportación de datos grandes con filtros avanzados se realiza eficientemente y sin retrasos.
RED59,Reportes y Exportación de Datos,Evaluar si el sistema permite la exportación de datos usando plantillas predefinidas de reportes.,28-11-2024,Reportes y Exportación de Datos,Uso de plantillas,Seleccionar plantilla y exportar,"El reporte se genera y exporta siguiendo la estructura de la plantilla seleccionada, mostrando los datos correctamente.",Plantillas configuradas en el sistema,No,Ninguno,"El sistema permite la exportación de datos usando plantillas predefinidas de reportes, facilitando la estandarización de la información exportada.",Aprobado,28-11-2024,La opción de plantillas optimiza la presentación y formato de los reportes exportados.
RED60,Reportes y Exportación de Datos,Evaluar si los archivos exportados contienen la fecha y hora de generación en su nombre de archivo.,28-11-2024,Reportes y Exportación de Datos,Nombre de archivo dinámico,Exportar reporte,"El archivo generado incluye la fecha y hora actuales en su nombre, facilitando su identificación.",Ninguno,No,Ninguno,"Los archivos exportados contienen la fecha y hora de generación en su nombre de archivo, facilitando la identificación y el seguimiento de reportes históricos.",Aprobado,28-11-2024,La inclusión de fecha y hora en el nombre de archivo asegura el fácil rastreo de reportes.
RED61,Reportes y Exportación de Datos,Verificar si se pueden exportar reportes aplicando filtros específicos por categorías.,28-11-2024,Reportes y Exportación de Datos,Filtrado por categoría,Seleccionar categoría y exportar,El reporte exportado solo incluye datos correspondientes a la categoría seleccionada.,Ninguno,No,Ninguno,"Los reportes se pueden exportar aplicando filtros específicos por categorías, permitiendo una segmentación precisa en función de las necesidades del usuario.",Aprobado,28-11-2024,La funcionalidad de filtro por categoría mejora la precisión en la exportación de reportes específicos.
RED62,Reportes y Exportación de Datos,Verificar si el nombre del archivo exportado se actualiza automáticamente según los filtros aplicados.,28-11-2024,Reportes y Exportación de Datos,Nombre dinámico del archivo,Aplicar filtros y exportar reporte,"El archivo exportado tiene un nombre que refleja los filtros utilizados (ej., ""Reporte_Categoria_Fechas.csv"").",Ninguno,No,Ninguno,"El nombre del archivo exportado se actualiza automáticamente según los filtros aplicados, facilitando su identificación.",Aprobado,28-11-2024,La actualización automática del nombre permite un rápido reconocimiento del contenido del archivo exportado.
RED63,Reportes y Exportación de Datos,Evaluar si los archivos exportados pueden ser abiertos correctamente con software de terceros (Excel).,28-11-2024,Reportes y Exportación de Datos,Compatibilidad con software externo,Exportar archivo y abrir con Excel,"El archivo se abre sin errores en software externo, con todos los datos y formatos visibles y legibles.",Instalación de Excel,No,Ninguno,"Los archivos exportados pueden abrirse correctamente con software de terceros como Excel, garantizando compatibilidad entre sistemas.",Aprobado,28-11-2024,"La exportación es compatible con aplicaciones de terceros, mejorando su usabilidad fuera del sistema."
RED64,Reportes y Exportación de Datos,Verificar si los reportes que incluyen datos de series temporales se exportan correctamente.,28-11-2024,Reportes y Exportación de Datos,Series temporales en reportes,Exportar reporte con series temporales,Los datos exportados mantienen la estructura de la serie temporal sin errores en fechas o valores.,Ninguno,No,Ninguno,"Los reportes que incluyen datos de series temporales se exportan correctamente, manteniendo la estructura y el orden de las fechas.",Aprobado,28-11-2024,La precisión en la exportación de series temporales asegura la integridad de la información.
RED65,Reportes y Exportación de Datos,Verificar si el logotipo de la empresa aparece correctamente en los reportes exportados.,28-11-2024,Reportes y Exportación de Datos,Inclusión de logotipo,Exportar reporte con logotipo,El reporte exportado incluye el logotipo de la empresa en el encabezado o pie de página.,Ninguno,No,Ninguno,"El logotipo de la empresa aparece correctamente en los reportes exportados, garantizando identidad visual y profesionalismo.",Aprobado,28-11-2024,La inclusión del logotipo mejora la presentación y branding de los reportes exportados.
RED66,Reportes y Exportación de Datos,Evaluar el tiempo que toma exportar reportes con grandes volúmenes de datos para verificar rendimiento.,28-11-2024,Reportes y Exportación de Datos,Rendimiento de exportación,Exportar reporte con datos masivos,El tiempo de exportación es razonable y el sistema no se congela ni presenta errores durante el proceso.,Datos voluminosos en el sistema,No,Ninguno,"El tiempo de exportación de reportes con grandes volúmenes de datos es aceptable y no genera demoras significativas, asegurando un rendimiento óptimo.",Aprobado,28-11-2024,La velocidad de exportación es adecuada para manejar grandes volúmenes de información sin problemas.
RED67,Reportes y Exportación de Datos,Verificar si los reportes pueden exportarse en formato delimitado por tabulaciones (TSV).,28-11-2024,Reportes y Exportación de Datos,Exportación en formato TSV,Exportar reporte en formato TSV,"El archivo exportado utiliza tabulaciones como delimitadores, y los datos se visualizan correctamente al abrirlo.",Ninguno,No,Ninguno,"Los reportes pueden exportarse en formato delimitado por tabulaciones (TSV), ampliando las opciones de exportación para el usuario.",Aprobado,28-11-2024,La opción de exportación en TSV facilita la compatibilidad con diversos sistemas y aplicaciones.
RED68,Reportes y Exportación de Datos,Evaluar si los archivos exportados pueden integrarse correctamente con herramientas de Business Intelligence (BI).,28-11-2024,Reportes y Exportación de Datos,Integración con BI,Exportar archivo e importar a herramienta BI,Los datos se importan sin problemas y son analizados correctamente en la herramienta BI.,Sistema BI disponible,No,Ninguno,"Los archivos exportados pueden integrarse correctamente con herramientas de Business Intelligence (BI), asegurando la interoperabilidad de los datos.",Aprobado,28-11-2024,"La integración con BI es efectiva, permitiendo la inclusión de datos exportados en análisis avanzados."
RED69,Reportes y Exportación de Datos,Evaluar si los reportes exportados usan correctamente separadores de miles y decimales según configuración regional.,28-11-2024,Reportes y Exportación de Datos,Formato regional de números,Exportar datos numéricos,"Los datos reflejan el uso correcto de separadores, ej., ""1.000,50"" o ""1,000.50"" según la configuración regional.",Configuración regional definida,No,Ninguno,"Los reportes exportados usan correctamente separadores de miles y decimales según la configuración regional, mejorando la claridad de los datos numéricos.",Aprobado,28-11-2024,La configuración regional en el formato de números asegura la precisión y claridad en reportes numéricos.
RED70,Reportes y Exportación de Datos,Comprobar si los reportes exportados contienen las notas o comentarios agregados por los usuarios.,28-11-2024,Reportes y Exportación de Datos,Inclusión de comentarios,Agregar comentarios y exportar,Los comentarios aparecen al final del reporte o en una sección específica dedicada a notas.,Ninguno,No,Ninguno,"Los reportes exportados contienen las notas o comentarios agregados por los usuarios, preservando información contextual relevante en los datos exportados.",Aprobado,28-11-2024,"La inclusión de notas de usuario permite conservar información adicional, proporcionando contexto en los reportes exportados."
RED71,Reportes y Exportación de Datos,Comprobar que los reportes exportados reflejan correctamente los datos según los filtros seleccionados.,28-11-2024,Reportes y Exportación de Datos,Filtrado de reportes,Aplicar varios filtros y exportar,"El archivo exportado muestra solo los datos filtrados, sin incluir información no relevante.",Ninguno,No,Ninguno,"Los reportes exportados reflejan correctamente los datos según los filtros seleccionados, garantizando precisión en la información filtrada.",Aprobado,28-11-2024,"La exportación respeta los filtros aplicados, lo que asegura una segmentación precisa en los reportes."
RED72,Reportes y Exportación de Datos,Comprobar que los reportes exportados respeten el formato de fecha configurado en la aplicación.,28-11-2024,Reportes y Exportación de Datos,Formato de fecha,Exportar reporte con fechas,"Las fechas aparecen en el formato correcto (ej., dd/mm/yyyy o mm/dd/yyyy).",Ninguno,No,Ninguno,"Los reportes exportados respetan el formato de fecha configurado en la aplicación, lo que mejora la consistencia visual.",Aprobado,28-11-2024,"El formato de fecha es coherente con la configuración regional, lo que mejora la claridad de los reportes."
RED73,Reportes y Exportación de Datos,Evaluar si los gráficos incluidos en los reportes se exportan correctamente y sin errores.,28-11-2024,Reportes y Exportación de Datos,Exportación de gráficos,Exportar reporte con gráficos,Los gráficos se visualizan correctamente en el archivo exportado sin distorsiones ni errores de formato.,Ninguno,No,Ninguno,"Los gráficos incluidos en los reportes se exportan correctamente y sin errores, permitiendo una representación visual precisa de los datos.",Aprobado,28-11-2024,"Los gráficos exportados mantienen su calidad y claridad, proporcionando visualización clara."
RED74,Reportes y Exportación de Datos,Verificar si los datos de los reportes pueden ser exportados en formato JSON para integraciones externas.,28-11-2024,Reportes y Exportación de Datos,Exportación en formato JSON,Exportar reporte en formato JSON,El archivo exportado se genera correctamente en formato JSON y se puede abrir sin errores.,Ninguno,No,Ninguno,"Los datos de los reportes pueden ser exportados en formato JSON para integraciones externas, facilitando la interoperabilidad con otros sistemas.",Aprobado,28-11-2024,La opción de exportación en JSON permite la integración fluida con herramientas externas.
RED75,Reportes y Exportación de Datos,Verificar si los reportes con paginación se exportan correctamente en un único archivo completo.,28-11-2024,Reportes y Exportación de Datos,Paginación en reportes,Exportar reporte paginado,"El archivo exportado incluye todos los datos de todas las páginas del reporte, sin omitir información.",Ninguno,No,Ninguno,"Los reportes con paginación se exportan correctamente en un único archivo completo, consolidando toda la información en un solo documento.",Aprobado,28-11-2024,La exportación de reportes paginados asegura la inclusión completa de datos sin perder información.
RED76,Reportes y Exportación de Datos,Evaluar si los reportes exportados pueden ser protegidos con contraseña para mayor seguridad.,28-11-2024,Reportes y Exportación de Datos,Protección de archivos,Exportar archivo con contraseña,"El archivo exportado solicita una contraseña para abrirlo, mejorando la seguridad de los datos.",Ninguno,No,Ninguno,"Los reportes exportados pueden ser protegidos con contraseña, garantizando seguridad adicional en el manejo de datos sensibles.",Aprobado,28-11-2024,La opción de protección con contraseña permite un manejo seguro de información confidencial.
RED77,Reportes y Exportación de Datos,Verificar que los encabezados de las columnas se mantengan claros y legibles en el archivo exportado.,28-11-2024,Reportes y Exportación de Datos,Encabezados de columnas,Exportar reporte con varias columnas,Los encabezados de las columnas son correctos y están alineados con los datos en el archivo exportado.,Ninguno,No,Ninguno,"Los encabezados de las columnas se mantienen claros y legibles en el archivo exportado, facilitando la comprensión del contenido.",Aprobado,28-11-2024,Los encabezados exportados aseguran claridad y consistencia en la lectura de los reportes.
RED78,Reportes y Exportación de Datos,Evaluar si los datos confidenciales se exportan solo para usuarios autorizados.,28-11-2024,Reportes y Exportación de Datos,Acceso a datos confidenciales,Exportar reporte con datos confidenciales,Solo usuarios autorizados pueden exportar y visualizar los datos confidenciales en el archivo exportado.,Ambiente de usuario autenticado,Verificación de permisos de usuario,Ninguno,"Los datos confidenciales se exportan solo para usuarios autorizados, protegiendo así la información sensible de accesos no autorizados.",Aprobado,28-11-2024,La restricción de exportación a usuarios autorizados asegura el cumplimiento de políticas de seguridad.
RED79,Reportes y Exportación de Datos,"Verificar que los reportes exportados manejen correctamente caracteres especiales (ñ, á, é, etc.).",28-11-2024,Reportes y Exportación de Datos,Manejo de caracteres especiales,Exportar datos con caracteres especiales,"Los caracteres especiales se muestran correctamente en el archivo exportado, sin errores de codificación.",Ninguno,No,Ninguno,"Los reportes exportados manejan correctamente caracteres especiales (ñ, á, é, etc.), garantizando la integridad de la información textual.",Aprobado,28-11-2024,"Los caracteres especiales se mantienen sin errores en el archivo exportado, lo que asegura claridad y precisión."
RED80,Reportes y Exportación de Datos,Comprobar si los datos del reporte se actualizan automáticamente antes de realizar la exportación.,28-11-2024,Reportes y Exportación de Datos,Actualización de datos,Exportar reporte después de cambios,El archivo exportado refleja los datos actualizados y no muestra información desactualizada.,Ninguno,No,Ninguno,"Los datos del reporte se actualizan automáticamente antes de realizar la exportación, asegurando que la información sea la más reciente.",Aprobado,28-11-2024,La actualización automática de datos antes de exportar permite que el reporte contenga información actualizada.
RED81,Reportes y Exportación de Datos,Evaluar si los datos exportados reflejan correctamente el rango de fechas seleccionado por el usuario.,28-11-2024,Reportes y Exportación de Datos,Filtros por rango de fechas,Seleccionar rango de fechas y exportar,El archivo exportado incluye solo los datos correspondientes al rango de fechas especificado.,Ninguno,No,Ninguno,"Los datos exportados reflejan correctamente el rango de fechas seleccionado por el usuario, asegurando precisión en el periodo mostrado.",Aprobado,28-11-2024,"La exportación respeta el rango de fechas definido, manteniendo exactitud en los periodos presentados."
RED82,Reportes y Exportación de Datos,"Verificar que los cálculos (sumas, promedios) se mantengan precisos al exportar los reportes.",28-11-2024,Reportes y Exportación de Datos,Cálculos y métricas en reportes,Exportar reporte con cálculos numéricos,Los cálculos en el archivo exportado son correctos y coinciden con los datos mostrados en la interfaz.,Ninguno,No,Ninguno,"Los cálculos (sumas, promedios) se mantienen precisos al exportar los reportes, garantizando la fidelidad en los datos cuantitativos.",Error,28-11-2024,Las operaciones matemáticas en el reporte se preservan correctamente en el archivo exportado.
RED83,Reportes y Exportación de Datos,Verificar si las imágenes y gráficos incluidos se exportan correctamente en el reporte.,28-11-2024,Reportes y Exportación de Datos,Inclusión de gráficos e imágenes,Exportar reporte con gráficos,El archivo exportado contiene los gráficos sin errores ni distorsiones.,Ninguno,No,Ninguno,"Las imágenes y gráficos incluidos se exportan correctamente en el reporte, mostrando una visualización clara y sin errores.",Error,28-11-2024,"Las visualizaciones exportadas mantienen su integridad, mostrando claridad y precisión."
RED84,Reportes y Exportación de Datos,Evaluar si los reportes exportados respetan el idioma configurado en la interfaz de usuario.,28-11-2024,Reportes y Exportación de Datos,Multilenguaje en reportes,Cambiar idioma y exportar reporte,Los textos en el archivo exportado se muestran en el idioma seleccionado en la aplicación.,Ninguno,No,Ninguno,"Los reportes exportados respetan el idioma configurado en la interfaz de usuario, asegurando coherencia con la configuración de idioma del sistema.",Error,28-11-2024,La exportación adapta el idioma del reporte según la configuración seleccionada en la aplicación.
RED85,Reportes y Exportación de Datos,Evaluar el rendimiento y la precisión al exportar reportes con un gran volumen de datos.,28-11-2024,Reportes y Exportación de Datos,Exportación de grandes volúmenes,Exportar reporte con datos extensos,El archivo se genera correctamente sin errores y contiene todos los registros esperados.,Servidor de pruebas configurado,No,Ninguno,"El rendimiento y la precisión al exportar reportes con gran volumen de datos son satisfactorios, cumpliendo con tiempos aceptables para grandes exportaciones.",Error,28-11-2024,La exportación de datos de gran volumen es eficiente y no afecta la precisión de la información.
RED86,Reportes y Exportación de Datos,"Verificar si los datos agrupados (por categorías, usuarios, fechas) se exportan correctamente.",28-11-2024,Reportes y Exportación de Datos,Agrupación de datos,Exportar reporte con datos agrupados,El archivo exportado muestra correctamente los datos agrupados según la configuración en la interfaz.,Ninguno,No,Ninguno,"Los datos agrupados (por categorías, usuarios, fechas) se exportan correctamente, preservando la estructura definida en el reporte.",Error,28-11-2024,"La exportación mantiene la estructura y agrupación definida por el usuario, sin perder información de jerarquía."
RED87,Reportes y Exportación de Datos,Evaluar si la funcionalidad de exportación automática envía correctamente el reporte según la programación.,28-11-2024,Reportes y Exportación de Datos,Exportación automática,Configurar exportación automática,El reporte es exportado y enviado automáticamente a la hora programada sin errores.,Ninguno,No,Ninguno,"La funcionalidad de exportación automática envía correctamente el reporte según la programación, permitiendo una distribución eficaz sin intervención manual.",Error,28-11-2024,"La automatización de exportación funciona según lo programado, facilitando la recepción de reportes programados."
RED88,Reportes y Exportación de Datos,"Verificar si los reportes exportados respetan las unidades de medida configuradas (kg, lb, USD, CLP).",28-11-2024,Reportes y Exportación de Datos,Configuración de unidades de medida,Configurar unidades y exportar reporte,El archivo exportado muestra los datos en las unidades de medida seleccionadas.,Ninguno,No,Ninguno,"Los reportes exportados respetan las unidades de medida configuradas (kg, lb, USD, CLP), asegurando la consistencia de unidades en los datos.",Error,28-11-2024,"Las unidades de medida se conservan según las configuraciones preestablecidas en el sistema, facilitando su interpretación."
RED89,Reportes y Exportación de Datos,Verificar si los archivos exportados pueden ser configurados como de solo lectura para prevenir modificaciones.,28-11-2024,Reportes y Exportación de Datos,Protección contra edición,Exportar archivo con restricción de edición,El archivo exportado es de solo lectura y no permite modificaciones directas sin autorización.,Ninguno,No,Ninguno,"Los archivos exportados pueden ser configurados como de solo lectura para prevenir modificaciones, garantizando la integridad de la información compartida.",Error,28-11-2024,"La opción de solo lectura se habilita correctamente, protegiendo los reportes de modificaciones accidentales o intencionales."
RED90,Reportes y Exportación de Datos,"Evaluar la funcionalidad de exportar múltiples reportes en una sola acción (por ejemplo, en un archivo ZIP).",28-11-2024,Reportes y Exportación de Datos,Exportación múltiple de reportes,Seleccionar varios reportes y exportar,Los reportes seleccionados se exportan correctamente en un archivo comprimido sin pérdida de información.,Ninguno,No,Ninguno,"La funcionalidad de exportar múltiples reportes en una sola acción (por ejemplo, en un archivo ZIP) funciona sin errores, consolidando los reportes en un solo archivo descargable.",Error,28-11-2024,"La exportación múltiple es efectiva, consolidando varios reportes en un único archivo comprimido para facilitar la descarga."
RED91,Reportes y Exportación de Datos,Comprobar que las fechas en los reportes exportados respeten el formato configurado (DD-MM-YYYY).,28-11-2024,Reportes y Exportación de Datos,Formato de fecha,Exportar reporte con fechas,Las fechas se muestran en el formato especificado sin errores.,Ninguno,No,Ninguno,"Las fechas en los reportes exportados respetan el formato configurado (DD-MM-YYYY), asegurando consistencia con las configuraciones regionales del sistema.",Error,28-11-2024,"Las fechas aparecen en el formato esperado según configuración regional, facilitando su lectura y análisis."
RED92,Reportes y Exportación de Datos,Verificar si los campos opcionales en el reporte pueden incluirse o excluirse al momento de exportar.,28-11-2024,Reportes y Exportación de Datos,Inclusión de campos opcionales,Seleccionar campos opcionales y exportar,El archivo exportado incluye o excluye los campos opcionales según la selección realizada.,Ninguno,No,Ninguno,"Los campos opcionales en el reporte pueden incluirse o excluirse al momento de exportar, proporcionando flexibilidad en la información exportada.",Error,28-11-2024,"La opción para incluir o excluir campos opcionales funciona correctamente, permitiendo reportes personalizados."
RED93,Reportes y Exportación de Datos,Evaluar si los filtros avanzados aplicados en la interfaz se respetan al exportar los reportes.,28-11-2024,Reportes y Exportación de Datos,Filtros avanzados,Aplicar filtros avanzados y exportar,El reporte exportado solo contiene los datos filtrados según los criterios aplicados en la interfaz.,Ninguno,No,Ninguno,"Los filtros avanzados aplicados en la interfaz se respetan al exportar los reportes, asegurando que la exportación refleja solo los datos filtrados por el usuario.",Error,28-11-2024,"Los reportes exportados respetan los filtros aplicados, manteniendo precisión y relevancia en los datos mostrados."
RED94,Reportes y Exportación de Datos,Comprobar si los valores monetarios se exportan con el formato correcto (decimales y símbolo de moneda).,28-11-2024,Reportes y Exportación de Datos,Formato de moneda,Exportar reporte con datos monetarios,"Los datos monetarios se muestran con el formato adecuado, incluyendo el símbolo de la moneda.",Ninguno,No,Ninguno,"Los valores monetarios se exportan con el formato correcto (decimales y símbolo de moneda), lo que asegura claridad y precisión en las cantidades monetarias.",Error,28-11-2024,"Los valores monetarios mantienen su formato, incluyendo símbolos y decimales según lo configurado en el sistema."
RED95,Reportes y Exportación de Datos,Comprobar si el sistema envía notificaciones cuando se completa una exportación de datos.,28-11-2024,Reportes y Exportación de Datos,Notificaciones,Realizar exportación y esperar notificación,El usuario recibe una notificación automática al completarse la exportación de datos.,Ninguno,No,Ninguno,"El sistema envía notificaciones al usuario cuando se completa una exportación de datos, manteniéndolo informado del estado del proceso de exportación.",Error,28-11-2024,"Las notificaciones se reciben correctamente al finalizar la exportación, garantizando comunicación eficaz."
RED96,Reportes y Exportación de Datos,Evaluar si los campos de texto extensos se exportan correctamente sin truncarse.,28-11-2024,Reportes y Exportación de Datos,Manejo de texto largo,Exportar reporte con texto largo,Los campos de texto largos se exportan completos sin truncarse ni presentar errores.,Ninguno,No,Ninguno,"Los campos de texto extensos se exportan correctamente sin truncarse, asegurando que toda la información se incluya en el archivo exportado.",Aprobado,28-11-2024,"La exportación de texto extenso mantiene el contenido completo sin cortes, garantizando la integridad de los datos exportados."
RED97,Reportes y Exportación de Datos,Evaluar si las exportaciones de datos ajustan correctamente los valores de tiempo según la zona horaria.,28-11-2024,Reportes y Exportación de Datos,Ajuste de zona horaria,Configurar zona horaria y exportar,Los datos exportados reflejan la zona horaria seleccionada en la configuración del sistema.,Ninguno,No,Ninguno,"Las exportaciones de datos ajustan correctamente los valores de tiempo según la zona horaria, asegurando precisión en la representación temporal de los datos.",Aprobado,28-11-2024,"Los valores de tiempo reflejan adecuadamente la zona horaria configurada, proporcionando precisión en registros de tiempo."
RED98,Reportes y Exportación de Datos,"Evaluar si al exportar los reportes filtrados por usuario, solo se incluyen los datos correspondientes.",28-11-2024,Reportes y Exportación de Datos,Filtrado por usuario,Filtrar por usuario y exportar,El archivo exportado contiene solo los datos asociados al usuario filtrado.,Ninguno,No,Ninguno,"Al exportar los reportes filtrados por usuario, solo se incluyen los datos correspondientes al usuario seleccionado, respetando la segmentación de datos aplicada.",Aprobado,28-11-2024,"La exportación segmentada por usuario incluye únicamente la información relevante, preservando la precisión en la distribución de datos."
RED99,Reportes y Exportación de Datos,Comprobar si se puede configurar una contraseña para proteger el archivo exportado.,28-11-2024,Reportes y Exportación de Datos,Protección con contraseña,Configurar exportación con contraseña,El archivo exportado solicita la contraseña configurada al intentar abrirlo.,Ninguno,No,Ninguno,"La opción de configurar una contraseña para proteger el archivo exportado funciona correctamente, brindando seguridad adicional a los datos sensibles.",Aprobado,28-11-2024,"La protección con contraseña se activa con éxito, protegiendo el acceso al archivo exportado."
RED100,Reportes y Exportación de Datos,Evaluar si el usuario puede personalizar el nombre del archivo exportado antes de guardar.,28-11-2024,Reportes y Exportación de Datos,Personalización de nombre de archivo,Especificar nombre y exportar,El archivo exportado se guarda con el nombre personalizado indicado por el usuario.,Ninguno,No,Ninguno,"Los usuarios pueden personalizar el nombre del archivo exportado antes de guardarlo, permitiendo una mejor organización y localización de los reportes.",Aprobado,28-11-2024,"La opción de renombrar el archivo antes de guardarlo funciona, facilitando una identificación adecuada de los reportes exportados."
AI1,Actualización de Información y Rendimiento,Verificación de tiempos de carga tras actualizaciones.,28-11-2024,Actualización de Información y Rendimiento,Tiempos de carga,Carga de datos post-actualización,Tiempos de carga dentro de los límites aceptables,Acceso a la aplicación,No,Ninguna,Los tiempos de carga después de actualizaciones permanecen dentro del rango esperado.,Aprobado,28-11-2024,Sin variaciones significativas en tiempos de carga.
AI2,Actualización de Información y Rendimiento,Impacto de nuevas funcionalidades en la velocidad del sistema.,28-11-2024,Actualización de Información y Rendimiento,Velocidad del sistema,Activación de nuevas funcionalidades,Sistema sigue siendo rápido y ágil,Acceso a la aplicación,No,Ninguna,Las nuevas funcionalidades no han afectado de manera notable la velocidad.,Aprobado,28-11-2024,Sistema mantiene su rendimiento tras actualizaciones.
AI3,Actualización de Información y Rendimiento,Rendimiento de la plataforma con carga de usuarios concurrentes.,28-11-2024,Actualización de Información y Rendimiento,Carga de usuarios concurrentes,Simulación de múltiples usuarios,Plataforma mantiene un buen rendimiento,Simulador de usuarios,No,Ninguna,La plataforma soporta usuarios concurrentes sin disminución en el rendimiento.,Aprobado,28-11-2024,Rendimiento estable con múltiples usuarios conectados.
AI4,Actualización de Información y Rendimiento,Verificación de actualización sin pérdida de datos.,28-11-2024,Actualización de Información y Rendimiento,Integridad de datos,Actualización de la aplicación,Datos se mantienen íntegros tras la actualización,Acceso a la aplicación,No,Ninguna,Las actualizaciones se realizan sin pérdida de información o inconsistencias.,Aprobado,28-11-2024,Datos conservados correctamente tras cada actualización.
AI5,Actualización de Información y Rendimiento,Ejecución fluida de predicciones en tiempo real.,28-11-2024,Actualización de Información y Rendimiento,Predicciones en tiempo real,Carga de datos y ejecución de predicciones,Predicciones se ejecutan sin retrasos,Acceso a la aplicación,No,Ninguna,Las predicciones en tiempo real se ejecutan de manera fluida y precisa.,Aprobado,28-11-2024,Predicciones rápidas y sin interrupciones.
AI6,Actualización de Información y Rendimiento,Carga rápida de gráficos y visualizaciones.,28-11-2024,Actualización de Información y Rendimiento,Carga de gráficos,Solicitud de visualización de gráficos,Gráficos se cargan de forma rápida y eficaz,Acceso a la aplicación,No,Ninguna,Los gráficos y visualizaciones cargan rápidamente sin problemas.,Aprobado,28-11-2024,Visualizaciones responsivas y sin retrasos.
AI7,Actualización de Información y Rendimiento,Refrescamiento de datos sin interrumpir el trabajo del usuario.,28-11-2024,Actualización de Información y Rendimiento,Refrescamiento de datos,Actualización de datos en segundo plano,Refrescamiento sin interrupciones,Acceso a la aplicación,No,Ninguna,El refresco de datos no interrumpe la experiencia del usuario.,Aprobado,28-11-2024,Refrescamiento fluido y sin interrupciones.
AI8,Actualización de Información y Rendimiento,Carga incremental de datos para minimizar impacto.,28-11-2024,Actualización de Información y Rendimiento,Carga incremental,Carga de grandes volúmenes de datos,Carga incremental no afecta el rendimiento,Acceso a la aplicación,No,Ninguna,"La carga incremental se realiza correctamente, minimizando el uso de recursos.",Aprobado,28-11-2024,Carga incremental eficiente y sin impacto notable.
AI9,Actualización de Información y Rendimiento,Respuesta de la interfaz bajo alta carga de usuarios.,28-11-2024,Actualización de Información y Rendimiento,Respuesta de la interfaz,Simulación de alta carga de usuarios,Interfaz responde adecuadamente,Simulador de usuarios,No,Ninguna,La interfaz responde adecuadamente aun con alta carga de usuarios.,Aprobado,28-11-2024,Respuesta de interfaz consistente y sin lentitud.
AI10,Actualización de Información y Rendimiento,"Optimización del uso de recursos (CPU, memoria).",28-11-2024,Actualización de Información y Rendimiento,Uso de recursos,Pruebas de estrés,Uso de CPU y memoria está optimizado,Herramienta de monitoreo de recursos,No,Ninguna,El uso de CPU y memoria es optimizado adecuadamente.,Aprobado,28-11-2024,"Uso de recursos optimizado, manteniendo buen rendimiento."
AI11,Actualización de Información y Rendimiento,Evaluar si los datos del usuario se reflejan instantáneamente tras ser modificados en el formulario.,28-11-2024,Actualización de Información y Rendimiento,Formulario de usuario,Editar datos de usuario y guardar,Los cambios se reflejan inmediatamente sin necesidad de refrescar la página.,Conexión estable a internet,No,NM 83,"Los datos se actualizan de inmediato en la interfaz después de ser modificados, mejorando la experiencia del usuario.",Aprobado,28-11-2024,Los cambios son visibles sin necesidad de recargar la página.
